gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
ASAP2,1.32940012557132,9.36223694645,9.19687215770878,1.47634227880119e-11,1.17889672843627e-09,16.2479955889942
HERC6,1.97595477707865,8.48695052975,9.1878088103716,1.51779987450589e-11,1.20644202868982e-09,16.2206644236854
SP100,1.16493078481034,9.52574097545,9.18458621581597,1.52580975712414e-11,1.20727084344507e-09,16.2152096587608
PPP1R14A,1.77294667551273,11.089218144,9.16373240886239,1.63375105390491e-11,1.28680173918474e-09,16.1480110506937
CAB39L,2.57722229259522,10.157918512675,9.15978282597903,1.65361150182611e-11,1.29655113591144e-09,16.1360858938515
VGLL3,2.03254612718967,10.068296593,9.15731493161167,1.6661452558101e-11,1.30049391858907e-09,16.128633491738
UNC93B1,1.25803191586508,9.50251306365,9.14084850782847,1.75227335274109e-11,1.36158711463218e-09,16.0788899717442
LOXL3,1.33307969388281,9.140816829375,9.13450582372172,1.78663993131842e-11,1.38209360401275e-09,16.0597204272111
BCL2,1.45631481676639,9.3713921705,9.12802694516546,1.82244953179205e-11,1.40352913275079e-09,16.0401341621947
RHOJ,2.27255607135775,11.12771435685,9.1222659829257,1.85490137042595e-11,1.42220048436906e-09,16.0227139016887
GULP1,2.10171409055359,8.531017903925,9.10366058532378,1.96375928799872e-11,1.49903175957893e-09,15.9664262850124
SCN1B,1.19165191569931,9.80618208295,9.08773159383787,2.05305880297738e-11,1.56032469026281e-09,15.9222793589641
HSD11B1,-0.979041485323052,5.580067208425,-9.07991297686664,2.10271626229313e-11,1.59108591235875e-09,15.8986842179745
FAM171B,-2.06516989125289,7.5239444025,-9.07568223745056,2.13976861390445e-11,1.60610931930996e-09,15.8817026863736
ANGPT1,-1.80783951236546,6.560839530375,-9.07547833550832,2.14110833772276e-11,1.60610931930996e-09,15.8810848832937
