"gene","bulk_logFC","dominant_celltype","pb_log2FC_in_dom","pb_p_in_dom","dom_pct_shift_VS_minus_Nerve","class"
"SERPINA5",2.08883443652198,"成纤维",-3.60455200687141,5.00692298484585e-08,-42.35,"ambiguous/undetermined"
"CAV1",-2.11880769756361,"周细胞",-0.607269510045733,0.0141193884906975,-23.07,"both"
"CTNNA1",1.18052882452198,"Schwann/肿瘤细胞",3.96560065438066e-06,0.132536072102782,21.18,"composition-consistent"
"SLC10A6",-1.11126902520817,"内皮",1.33860437633849e-06,0.125058128396447,-16.73,"composition-consistent"
"PLA2G4A",2.12029571918273,"巨噬/髓系",0.665954157898704,0.00373032202588639,45.88,"both"
"GBP4",2.15416689699152,"内皮",5.0720390224957e-07,0.818812406588084,-16.73,"ambiguous/undetermined"
"SNCA",1.79793820331303,"Schwann/肿瘤细胞",1.42271883043328e-06,0.568374857022244,21.18,"composition-consistent"
"LPCAT2",1.70906762481882,"巨噬/髓系",0.741379588617862,0.00277414449187997,45.88,"both"
"FMNL3",1.41354738222205,"巨噬/髓系",1.26714614328406,0.000496895691054625,45.88,"both"
"TSPAN13",1.72574642738782,"内皮",2.9973713677437e-06,0.371680175054224,-16.73,"ambiguous/undetermined"
"CCN3",2.37299546858905,"周细胞",-0.045929745295383,0.472532189700003,-23.07,"ambiguous/undetermined"
"CENPV",-1.39906774942174,"周细胞",-1.12085645480996,0.0034966897157409,-23.07,"both"
"MS4A6A",2.16470538259368,"巨噬/髓系",7.60793847492291e-06,0.36036770097026,45.88,"composition-consistent"
"NEDD4L",1.58337476932228,"Schwann/肿瘤细胞",1.51722961619764,0.000311732773091751,21.18,"both"
"PDZRN4",-1.82404036816114,"成纤维",-4.36198934702802,0.000119332168845323,-42.35,"both"
"HLA-DMA",2.11079439741944,"巨噬/髓系",1.14244002942357,4.53304735874942e-05,45.88,"both"
"ADCYAP1R1",-1.86765837185659,"成纤维",-0.777775274623274,0.0667860768680712,-42.35,"composition-consistent"
"CSF1R",2.01014222353585,"巨噬/髓系",-1.69057209021955e-06,0.699699277966122,45.88,"composition-consistent"
"LPAR4",-1.19729688318119,"成纤维",-0.302634737885817,0.296671851521056,-42.35,"composition-consistent"
"CLIP3",1.08833373066153,"Schwann/肿瘤细胞",2.17935649797037e-06,0.253043520548692,21.18,"composition-consistent"
"SCARB2",1.33379412707402,"Schwann/肿瘤细胞",8.57446099191691e-06,0.0273630074184225,21.18,"both"
"TPD52L1",-1.37122768386584,"内皮",-4.63479647577557e-06,0.429176982769668,-16.73,"composition-consistent"
"PTPRZ1",2.71321677837317,"Schwann/肿瘤细胞",2.38920638316541,0.000102528536724227,21.18,"both"
"MX1",2.21936078738551,"内皮",-9.27739760973966e-07,0.534563320051273,-16.73,"ambiguous/undetermined"
"NCK1",1.2940195419522,"巨噬/髓系",1.31075983053429,1.50756237727704e-07,45.88,"both"
"TOX",1.91778117774017,"T细胞",1.82056404164562e-06,0.465059795478821,15.09,"composition-consistent"
"CX3CR1",2.41736143844179,"巨噬/髓系",1.37898076339006,0.00045802249242457,45.88,"both"
"SHISA3",-1.23482699098843,"成纤维",-0.719083668822023,0.0880014024859886,-42.35,"composition-consistent"
"KIF5A",1.39377687060756,"Schwann/肿瘤细胞",2.47535149305325e-06,0.0270484335232326,21.18,"both"
"ARSL",1.54682576334619,NA,NA,NA,NA,"ambiguous/undetermined"
"RIGI",1.52132103303315,NA,NA,NA,NA,"ambiguous/undetermined"
"CASP1",1.59833742084426,"巨噬/髓系",3.64643741867424e-06,0.210682527847919,45.88,"composition-consistent"
"TNS3",1.61054483579723,"Schwann/肿瘤细胞",3.45292953378853e-06,0.0191289044410017,21.18,"both"
"TFEC",1.48102731267772,"巨噬/髓系",1.32822617135872e-05,0.00519740869528781,45.88,"both"
"TACR1",-1.00414943554973,"内皮",-3.52843937176159,3.49107971032477e-08,-16.73,"both"
"GBA1",1.49130460265613,NA,NA,NA,NA,"ambiguous/undetermined"
"TP53INP1",1.21665336815112,"Schwann/肿瘤细胞",2.65829948019812e-06,0.0754748701465615,21.18,"composition-consistent"
"MINDY1",1.4298402534202,"Schwann/肿瘤细胞",1.33232979876493e-06,0.918386806661052,21.18,"composition-consistent"
"CD151",1.09106737597918,"周细胞",-0.073267034143031,0.671115423415524,-23.07,"ambiguous/undetermined"
"CARD11",1.23718779179877,"T细胞",3.23212190376726e-06,0.305659371756238,15.09,"composition-consistent"
"MSR1",2.57078278880879,"巨噬/髓系",1.42111279824626,5.50910730838379e-05,45.88,"both"
"VPS13C",1.34349754750193,"巨噬/髓系",-2.44182593955619e-07,0.948469536500087,45.88,"composition-consistent"
"NCKAP1L",1.80246527095297,"巨噬/髓系",-1.11521750413409e-05,0.756256264410798,45.88,"composition-consistent"
"DCX",-1.28609416156978,"成纤维",0.0502432548855935,0.697103947437681,-42.35,"composition-consistent"
"MINDY2",1.65223441316577,"Schwann/肿瘤细胞",9.49352932654254e-07,0.636332456035012,21.18,"composition-consistent"
"ABCD3",1.64254200263531,"Schwann/肿瘤细胞",5.74063006767879e-08,0.982762775658076,21.18,"composition-consistent"
"CMTM2",-1.28796456544564,"巨噬/髓系",-7.72776160243764e-06,2.57473327028401e-10,45.88,"cell-intrinsic (candidate)"
"SPATA6",1.46050757190594,"Schwann/肿瘤细胞",1.77379059536567e-06,0.589778401954504,21.18,"composition-consistent"
"PLBD2",1.13906264711565,"成纤维",-0.390586822749827,0.226859460112006,-42.35,"ambiguous/undetermined"
"BEX1",2.23648253965921,"Schwann/肿瘤细胞",3.87307934710487,6.94035922283014e-06,21.18,"both"
"UXS1",1.40950337446492,"Schwann/肿瘤细胞",-5.41622787404541e-07,0.728675171885409,21.18,"composition-consistent"
"SLC24A3",-1.03151690152352,"周细胞",-0.69353909535708,0.0296506575319674,-23.07,"both"
"SPINT2",1.61522087019738,"巨噬/髓系",1.11347573211927,3.94672575969424e-05,45.88,"both"
"PARP14",1.4572428879522,"巨噬/髓系",1.35569038930105e-06,0.576074600489625,45.88,"composition-consistent"
"SP110",1.09542183439862,"巨噬/髓系",-2.44367009840034e-06,0.341579583545342,45.88,"composition-consistent"
"CYP4F3",-1.25088969432305,"巨噬/髓系",-2.78984902131186e-06,1.88347535798981e-05,45.88,"cell-intrinsic (candidate)"
"GALC",1.08296561498998,"巨噬/髓系",5.78119888677693e-06,0.059332701026073,45.88,"composition-consistent"
"KAT2B",1.4459923175798,"Schwann/肿瘤细胞",2.34531172447731e-06,0.147097720225067,21.18,"composition-consistent"
"WSB1",1.35363791430995,"Schwann/肿瘤细胞",-1.94771650263188e-06,0.418107980046753,21.18,"composition-consistent"
"AQP11",1.6951264866276,"Schwann/肿瘤细胞",1.62373841040695,0.00553222854224765,21.18,"both"
"MEF2A",1.08084005580494,"巨噬/髓系",0.753982229828796,0.00173796756921885,45.88,"both"
"DPT",-2.56295877811257,"成纤维",-8.93764514756858,4.3771546168587e-36,-42.35,"both"
"CYP27A1",1.3276462168751,"成纤维",-0.699368131385821,0.0684257371322278,-42.35,"ambiguous/undetermined"
"FBXL2",1.12832893039476,"Schwann/肿瘤细胞",1.83416427244763e-06,0.0805074520265524,21.18,"composition-consistent"
"ENDOD1",1.24382427290671,"Schwann/肿瘤细胞",1.62043777176345e-06,0.415829422972844,21.18,"composition-consistent"
"LHFPL2",1.53415612412105,"巨噬/髓系",2.16449916360635,2.42876511833535e-15,45.88,"both"
"GALNT17",1.98504006391519,"Schwann/肿瘤细胞",-1.84954601638881e-06,0.338176393340428,21.18,"composition-consistent"
"SELENBP1",-1.123085327936,"成纤维",-1.92237799893594,0.00295923806491152,-42.35,"both"
"ZNF385D",-1.53457752582883,"内皮",-2.0409990231632e-06,0.126832209491159,-16.73,"composition-consistent"
"C1QA",2.13138152024595,"巨噬/髓系",8.93566277982111e-06,0.0142496076527765,45.88,"both"
"RIPOR2",-1.58713483832228,"T细胞",-0.528258715816604,0.0051021305518747,15.09,"cell-intrinsic (candidate)"
"BPGM",1.12398009906862,"Schwann/肿瘤细胞",1.71112367615841e-06,0.447678529084201,21.18,"composition-consistent"
"ISG15",1.92117867913955,"T细胞",8.13302892280439e-07,0.04658369578855,15.09,"both"
"DDHD2",1.26774259818659,"Schwann/肿瘤细胞",4.20217871862026e-06,0.022818285048439,21.18,"both"
"FCGR1CP",2.16629472462144,NA,NA,NA,NA,"ambiguous/undetermined"
"PAPSS2",1.49255033638782,"Schwann/肿瘤细胞",1.8813248825837,0.00326583268011526,21.18,"both"
"HEXA",1.32107492143948,"巨噬/髓系",1.32763597148881,9.48015997322043e-06,45.88,"both"
"IFIH1",1.71551038613878,"内皮",-5.44076188093905e-06,0.0745547161888519,-16.73,"ambiguous/undetermined"
"GAPT",1.61729630835158,"巨噬/髓系",1.31264744925342,4.14600822735608e-05,45.88,"both"
"SETDB2",1.2219341793963,"巨噬/髓系",1.11011953533515e-05,0.977429443646491,45.88,"composition-consistent"
"SBSPON",1.63889137482807,"Schwann/肿瘤细胞",1.06617151292686e-06,0.585790207149996,21.18,"composition-consistent"
"PHGDH",-1.11470184366229,"成纤维",-1.61683075131977,0.00533688732688713,-42.35,"both"
"IFIT1",2.48224428042406,"成纤维",-0.187391560740201,0.55095400305253,-42.35,"ambiguous/undetermined"
"RGS9",2.06695855333308,"Schwann/肿瘤细胞",8.20138192224364e-07,0.600805023892671,21.18,"composition-consistent"
"ALG5",1.23879769897996,"Schwann/肿瘤细胞",-6.45949160124094e-07,0.831807580489816,21.18,"composition-consistent"
"COL14A1",2.57793048311026,"成纤维",-2.02219321388827,4.43478099276432e-07,-42.35,"ambiguous/undetermined"
"SYT11",2.0711656229229,"Schwann/肿瘤细胞",1.07764759402068,0.000151880457055914,21.18,"both"
"FCGR1A",1.74906907141558,"巨噬/髓系",2.60638249946673,1.36334838605383e-07,45.88,"both"
"LATS2",1.51871873932151,"Schwann/肿瘤细胞",2.75054609165194e-06,0.0116275356012641,21.18,"both"
"SAMD9",1.52994065918427,"T细胞",3.63906971522353e-06,0.31743646770113,15.09,"composition-consistent"
"FNDC5",-1.09116899133539,"成纤维",0.075010187625844,0.696635324326903,-42.35,"composition-consistent"
"C12orf56",2.12043307206631,"Schwann/肿瘤细胞",6.23999241562061e-07,0.649693266976984,21.18,"composition-consistent"
"HLA-DPB1",2.15932870775482,"巨噬/髓系",0.807989545682679,0.000622778656347257,45.88,"both"
"ABCC9",-1.9770294602074,"成纤维",-4.04955660108695,2.62773069588127e-09,-42.35,"both"
"ALCAM",1.60977399391288,"Schwann/肿瘤细胞",1.06589903845462,0.00161753682194214,21.18,"both"
"TRPM3",-1.47013977661141,"Schwann/肿瘤细胞",-1.0571892442437e-06,0.249143750331262,21.18,"ambiguous/undetermined"
"GBP2",2.07256219105706,"巨噬/髓系",1.60338061875064e-06,0.610710322383623,45.88,"composition-consistent"
"OTULINL",1.61538228361989,"巨噬/髓系",3.9194492571904e-06,0.0546920162403656,45.88,"composition-consistent"
"PPT2",1.32009465641095,"内皮",1.52084479607522e-06,0.431849489339452,-16.73,"ambiguous/undetermined"
"FER",1.51023460187818,"Schwann/肿瘤细胞",3.52462024642422e-06,0.0450246386001812,21.18,"both"
"ZNF334",1.00635648305937,"Schwann/肿瘤细胞",3.16130329064922e-06,0.0425239337979003,21.18,"both"
"CTTNBP2NL",1.18654519911797,"巨噬/髓系",2.09893041930408e-06,0.179225196565623,45.88,"composition-consistent"
"PLXNA3",1.18313506693061,"Schwann/肿瘤细胞",9.33787016886491e-07,0.658160210856821,21.18,"composition-consistent"
"BTN3A2",1.32594221593755,"T细胞",2.80854945100178e-07,0.727748383201591,15.09,"composition-consistent"
"PCDH20",-1.16190093716499,"周细胞",-0.16796301155,0.0859186054372617,-23.07,"composition-consistent"
"PLXDC2",1.94278449125058,"巨噬/髓系",2.042147686071,2.4809449690111e-18,45.88,"both"
"STEAP1B",1.5636585475852,"Schwann/肿瘤细胞",7.48027837194909e-06,0.21734537240855,21.18,"composition-consistent"
"HSPG2",1.7041658202475,"内皮",2.20555362404519e-06,0.058162209208783,-16.73,"ambiguous/undetermined"
"EVI5",1.93204718023362,"Schwann/肿瘤细胞",1.9460176661499e-06,0.417980139088817,21.18,"composition-consistent"
"GAS2L3",1.84165240864997,"Schwann/肿瘤细胞",-3.79582260361406e-06,0.100879780876459,21.18,"composition-consistent"
"FHDC1",1.73942519118042,"Schwann/肿瘤细胞",2.23633008471155e-06,0.0581232641095758,21.18,"composition-consistent"
"TCEAL1",1.11575581138165,"周细胞",-0.20283496317575,0.345244840217503,-23.07,"ambiguous/undetermined"
"C1QB",1.9284203543886,"巨噬/髓系",1.57646780234447,2.07225091870231e-08,45.88,"both"
"TOM1L2",1.29082887889514,"Schwann/肿瘤细胞",2.34291082821158e-07,0.934096507137411,21.18,"composition-consistent"
"PREP",1.20447847759137,"T细胞",4.09644531725632e-06,0.159901098173064,15.09,"composition-consistent"
"DNAAF9",1.40103521713416,NA,NA,NA,NA,"ambiguous/undetermined"
"SEL1L",1.05268849470856,"巨噬/髓系",8.21287887270634e-06,0.0559195396949467,45.88,"composition-consistent"
"SELE",-2.6005802186623,"内皮",-7.73488451614154e-07,0.574952848566601,-16.73,"composition-consistent"
"ITPRID2",1.11060491966153,"Schwann/肿瘤细胞",1.29030535753607e-07,0.8429602839184,21.18,"composition-consistent"
"COL4A1",1.30683247733616,"Schwann/肿瘤细胞",2.99214697722062e-06,0.0355686614628846,21.18,"both"
"TLN1",1.02519147902853,"周细胞",-0.122238780181237,0.479869556031396,-23.07,"ambiguous/undetermined"
"KCND2",-1.1178016953616,"成纤维",-8.22613651110185,0.0014701271623617,-42.35,"both"
"CELF2",1.56639509808404,"巨噬/髓系",1.15699807004022e-07,0.955937969071465,45.88,"composition-consistent"
"SLC16A9",-1.02140132565536,"周细胞",-0.237372464928303,0.103256547580838,-23.07,"composition-consistent"
"PRSS23",1.49074420811566,"Schwann/肿瘤细胞",1.1011059788798,0.00164612663816631,21.18,"both"
"FRRS1L",1.30919781632845,"成纤维",-1.38396734245026,0.00902671664561744,-42.35,"ambiguous/undetermined"
"MANBA",1.27355598118273,"巨噬/髓系",-2.63611305901405e-06,0.435875718459314,45.88,"composition-consistent"
"NRN1",1.98582273778798,"内皮",-7.94834097527692e-06,0.000432898171296644,-16.73,"ambiguous/undetermined"
"TPP1",1.40797908482884,"巨噬/髓系",1.83574816504758e-06,0.145584543863885,45.88,"composition-consistent"
"GLI1",-1.01853731928142,"成纤维",-1.33571837090806,0.0112673868819301,-42.35,"both"
"SNX24",1.75866759705397,"Schwann/肿瘤细胞",6.57775918467447e-07,0.809137417148656,21.18,"composition-consistent"
"KIF1A",1.98961629397996,"Schwann/肿瘤细胞",2.37343811538835e-07,0.896326520261365,21.18,"composition-consistent"
"RBP5",-1.07475527535081,"内皮",1.66327384611421e-06,0.136451761117852,-16.73,"composition-consistent"
"GPRC5A",-1.7182115548882,"成纤维",-1.89982688546952,0.00827527522248069,-42.35,"both"
"PDGFC",1.44281766348034,"Schwann/肿瘤细胞",2.46965990281242,5.26761867444198e-05,21.18,"both"
"MGAT4A",1.85535350129992,"巨噬/髓系",1.95804453238389,2.66273271166945e-11,45.88,"both"
"SLC12A4",1.02475769729915,"周细胞",0.358054706274804,0.0539740434277095,-23.07,"ambiguous/undetermined"
"WARS1",1.48287459552043,NA,NA,NA,NA,"ambiguous/undetermined"
"GIMAP2",1.89058794068928,"内皮",-2.43700070398783e-06,0.211994498759937,-16.73,"ambiguous/undetermined"
"INHBA",-2.10747296827293,"周细胞",-0.128446428889231,0.554691525548004,-23.07,"composition-consistent"
"TLL1",-1.05933551525366,"内皮",-4.58228118569395e-06,0.0100314758397629,-16.73,"both"
"CXCR1",-2.06186377993138,"巨噬/髓系",-7.20822462906531,6.88133976431985e-08,45.88,"cell-intrinsic (candidate)"
"NAPEPLD",1.26341032663146,"Schwann/肿瘤细胞",2.21283363006717e-07,0.888527653858714,21.18,"composition-consistent"
"SIPA1L1",1.37025542402082,"Schwann/肿瘤细胞",-9.95652296213893e-07,0.653360948009589,21.18,"composition-consistent"
"TBX18",-1.19975462938165,"周细胞",-0.148754994104079,0.428596961199694,-23.07,"composition-consistent"
"ADAP2",1.44273755175713,"巨噬/髓系",1.84547788203259e-06,0.678940760699965,45.88,"composition-consistent"
"IGSF21",1.51740696074634,"巨噬/髓系",2.03902387296384e-06,0.135885001683728,45.88,"composition-consistent"
"MOSPD2",1.56463127873323,"Schwann/肿瘤细胞",1.83054680209155e-06,0.247857274683819,21.18,"composition-consistent"
"ELMO1",1.73379899500617,"内皮",-4.28673256073609e-06,0.147730312920554,-16.73,"ambiguous/undetermined"
"MIA",1.92362155392136,"Schwann/肿瘤细胞",-2.73392323718964e-06,0.135043115796407,21.18,"composition-consistent"
"SRGAP2B",1.20538336041249,"巨噬/髓系",3.60819786152393e-07,0.802990927183385,45.88,"composition-consistent"
"POPDC3",1.64458361138705,"Schwann/肿瘤细胞",-7.83919183749508e-07,0.530104604740081,21.18,"composition-consistent"
"SGCB",1.28479219136083,"Schwann/肿瘤细胞",3.65347971799359e-06,0.3728717581353,21.18,"composition-consistent"
"PPP1R1B",-1.02029229939784,"Schwann/肿瘤细胞",-9.15470899566346e-07,0.296992869690987,21.18,"ambiguous/undetermined"
"RTKN",1.15191823645798,"Schwann/肿瘤细胞",-4.21396534976723e-07,0.852418928266243,21.18,"composition-consistent"
"CAT",1.17490771481958,"巨噬/髓系",6.26968713922771e-06,0.884503015758125,45.88,"composition-consistent"
"RASGRF2",-1.24940015540169,"内皮",1.27380778651085,2.2382727494965e-10,-16.73,"composition-consistent"
"PRICKLE1",-1.60799277790208,"成纤维",-0.192129437496316,0.494114390300753,-42.35,"composition-consistent"
"RND3",1.3776197940347,"成纤维",1.23352252729168,0.00498267290398586,-42.35,"cell-intrinsic (candidate)"
"GAA",1.32807691853277,"巨噬/髓系",5.09047036767027e-06,0.024775427036064,45.88,"both"
"KRT19",-1.62043663745258,"成纤维",-4.40465105952565,9.89080136218486e-07,-42.35,"both"
"TLR7",1.99336745797996,"巨噬/髓系",5.15684836739809e-06,0.0706235714655045,45.88,"composition-consistent"
"SLITRK2",1.49826400754511,"Schwann/肿瘤细胞",-6.71544624890788e-07,0.748712720852444,21.18,"composition-consistent"
"CD4",1.62067098049499,"巨噬/髓系",-0.757953954793224,1.36264036828859e-05,45.88,"composition-consistent"
"RNF213",1.12285428328759,"T细胞",2.7745260406226e-06,0.37997788423116,15.09,"composition-consistent"
"P2RX4",1.50329106779568,"巨噬/髓系",4.19597725778487e-06,0.0704095222344318,45.88,"composition-consistent"
"SCCPDH",1.22705677161064,"Schwann/肿瘤细胞",-7.20530653096739e-07,0.732393046286377,21.18,"composition-consistent"
"IFI35",1.16153782390979,"内皮",-2.55844730511913e-06,0.42593188183968,-16.73,"ambiguous/undetermined"
"ANTXR2",1.21275603773863,"成纤维",-0.0813094118699378,0.777557692826605,-42.35,"ambiguous/undetermined"
"DGAT2",-1.13854389863608,"巨噬/髓系",-4.59161207975554,8.13530260342656e-12,45.88,"cell-intrinsic (candidate)"
"FRMD5",1.34758749082575,"Schwann/肿瘤细胞",2.9817655586488e-06,0.00746164800333635,21.18,"both"
"APOBEC3C",1.6348314616808,"T细胞",2.27051503305646e-06,0.425965973093277,15.09,"composition-consistent"
"CTSO",1.39014185158905,"成纤维",-0.720787884183463,0.00491137211003381,-42.35,"ambiguous/undetermined"
"KLHL4",-1.0517059015027,"内皮",9.58560132878833e-07,0.444098725463179,-16.73,"composition-consistent"
"BMP2K",1.38632051832306,"巨噬/髓系",3.71212927928466e-06,0.126075967957274,45.88,"composition-consistent"
"RRAS",1.16545187357364,"周细胞",-0.415938171001732,0.0282424833464248,-23.07,"ambiguous/undetermined"
"MBNL2",1.32200360816192,"Schwann/肿瘤细胞",4.54071163079345e-06,0.0275392497099193,21.18,"both"
"H2AJ",1.38048749597456,NA,NA,NA,NA,"ambiguous/undetermined"
"CDIPT",1.11439325245721,"成纤维",-0.281346648404786,0.292543659796727,-42.35,"ambiguous/undetermined"
"TSPAN15",1.40345255093986,"Schwann/肿瘤细胞",-7.4892205541722e-08,0.684333818791124,21.18,"composition-consistent"
"TNNT2",-1.41040140783577,"成纤维",-0.082293507420312,0.550325400012858,-42.35,"composition-consistent"
"PADI4",-1.01288939950887,"巨噬/髓系",-4.35632494461117e-06,0.00118125531117989,45.88,"cell-intrinsic (candidate)"
"HHIP",-1.83652775781341,"成纤维",-4.10679536242847,6.0502623149378e-07,-42.35,"both"
"CD177",-1.1471591318165,"成纤维",-10.8869945775376,1.07923851706543e-08,-42.35,"both"
"CADM2",2.81844763853123,"Schwann/肿瘤细胞",2.06709555006536e-07,0.898977482479486,21.18,"composition-consistent"
"CA12",-1.19472777049653,"成纤维",-0.0963288919429062,0.69182460055091,-42.35,"composition-consistent"
"FGFR2",-1.72478491196222,"成纤维",0.109702408780354,0.571681917071609,-42.35,"composition-consistent"
"GLDN",2.29278788506785,"Schwann/肿瘤细胞",-2.02332926660544e-07,0.860556757091793,21.18,"composition-consistent"
"PLAT",1.33909654205089,"内皮",-3.90134233591166e-06,0.0523035589198521,-16.73,"ambiguous/undetermined"
"RYR3",-1.38874957141712,"内皮",-1.2639717945313e-06,0.115295716394842,-16.73,"composition-consistent"
"C1QC",2.04909857655513,"巨噬/髓系",1.42457198974437,1.44324440416244e-05,45.88,"both"
"TAB2",1.33505497764842,"巨噬/髓系",7.60850085960056e-07,0.397693252551953,45.88,"composition-consistent"
"PARP8",1.17255699315806,"T细胞",-4.91874947431131e-06,0.134509603982171,15.09,"composition-consistent"
"CTSD",1.23273626345181,"Schwann/肿瘤细胞",3.53612913794054e-06,0.0839058315779411,21.18,"composition-consistent"
"APH1B",1.29160759741558,"巨噬/髓系",1.73017114342763e-05,0.0423310392134953,45.88,"both"
"TASL",1.86603075698304,NA,NA,NA,NA,"ambiguous/undetermined"
"KDM3A",1.23064464492444,"巨噬/髓系",-1.99174750135216e-06,0.477997512149155,45.88,"composition-consistent"
"SLCO2B1",2.17924263729144,"巨噬/髓系",-5.08814341536024e-05,0.910445440245692,45.88,"composition-consistent"
"GPM6B",1.71868732024364,"Schwann/肿瘤细胞",3.68435586114106e-07,0.8939991283187,21.18,"composition-consistent"
"ZMYND8",1.03549157899923,"Schwann/肿瘤细胞",-3.16582894301681e-07,0.85466475260659,21.18,"composition-consistent"
"COL28A1",2.09334344535544,"Schwann/肿瘤细胞",-3.72906793784208e-06,0.079089406438074,21.18,"composition-consistent"
"SMPD1",1.09111684390902,"成纤维",0.334765943717547,0.298572481707033,-42.35,"ambiguous/undetermined"
"TNXB",-1.34131420407864,"成纤维",-0.887658939745034,0.0584995172297939,-42.35,"composition-consistent"
"C6",-1.19052984565382,"成纤维",-5.07789248231848,3.2731200713371e-06,-42.35,"both"
"NHLRC3",1.20899406786816,"巨噬/髓系",4.56716347410839e-06,0.0301911572688716,45.88,"both"
"PENK",2.14906862428682,"Schwann/肿瘤细胞",7.19691553037136,1.09211692001061e-05,21.18,"both"
"MFAP2",-1.04376040222436,"成纤维",0.0323807869858787,0.921048973130345,-42.35,"composition-consistent"
"CCDC80",-2.76782815637625,"成纤维",-2.74412233527959,0.000124916256638341,-42.35,"both"
"DCSTAMP",-1.13833084899768,"巨噬/髓系",-4.7833450951171e-07,0.974802658468539,45.88,"ambiguous/undetermined"
"KLF5",-1.0305800176384,"成纤维",-1.79648606383426,0.00833269050540788,-42.35,"both"
"EPB41L3",1.47679398609098,"巨噬/髓系",9.30221373123916e-06,0.0199539688038453,45.88,"both"
"SLC46A3",1.33642945150424,"巨噬/髓系",3.10009569167882e-06,0.0804176719286785,45.88,"composition-consistent"
"FFAR2",-1.57002836153508,"巨噬/髓系",-4.50674870824443e-06,0.00477626065388716,45.88,"cell-intrinsic (candidate)"
"KRCC1",1.33014180263609,"成纤维",-0.39681267053937,0.194039055963931,-42.35,"ambiguous/undetermined"
"SGMS1",1.28117446221049,"Schwann/肿瘤细胞",-2.91380124240998e-07,0.561327628016984,21.18,"composition-consistent"
"DYNLT3",1.05636210779954,"周细胞",0.571294623751908,0.0303959146320044,-23.07,"cell-intrinsic (candidate)"
"MEOX2",-2.00651304651117,"内皮",-7.56637912043788,2.58657950875225e-27,-16.73,"both"
"ERG",-1.03774207293677,"内皮",3.93244421371025e-06,0.397484817091007,-16.73,"composition-consistent"
"NPR1",-1.24482321568928,"内皮",-2.38649396980739,4.57697493965767e-13,-16.73,"both"
"CALHM5",1.93050491422899,"Schwann/肿瘤细胞",2.62434825151452e-06,0.0628492606133059,21.18,"composition-consistent"
"IL18",1.89055376972244,"巨噬/髓系",2.13228600525889,4.3414025312656e-15,45.88,"both"
"ARID4A",1.40701142801851,"内皮",-3.04729816321498e-06,0.43029724923099,-16.73,"ambiguous/undetermined"
"SGCE",1.34901188402159,"成纤维",-0.716995961329711,0.0276469416937501,-42.35,"ambiguous/undetermined"
"LAMP2",1.2383580724017,"Schwann/肿瘤细胞",0.685374719310399,0.00214393533378384,21.18,"both"
"TIGAR",1.38000323287124,"巨噬/髓系",1.17991104678894,7.12015222293549e-06,45.88,"both"
"LRRC32",-1.35338241035852,"内皮",-1.55697752891645,1.97624912806396e-07,-16.73,"both"
"NTM",1.38961698389052,"Schwann/肿瘤细胞",2.1122327107305e-06,0.024576497875113,21.18,"both"
"HSPA4L",1.21567453951041,"Schwann/肿瘤细胞",3.15779308857607e-06,0.145120921125407,21.18,"composition-consistent"
"ACP6",1.14773551431997,"Schwann/肿瘤细胞",1.96286958582775,0.00191680048760178,21.18,"both"
"ECHDC1",1.51316523539553,"Schwann/肿瘤细胞",-9.81229096596255e-07,0.73406562055826,21.18,"composition-consistent"
"SCPEP1",1.04687856179029,"成纤维",-0.544223962942672,0.120703629839157,-42.35,"ambiguous/undetermined"
"PPT1",1.15531509556284,"巨噬/髓系",6.91824135986388e-06,0.0191793882826576,45.88,"both"
"ARPC1B",1.09823784978412,"巨噬/髓系",-4.0358911855182e-05,0.128697661245779,45.88,"composition-consistent"
"RHBDF1",1.27997801807016,"Schwann/肿瘤细胞",1.44918947476662e-06,0.431085486948499,21.18,"composition-consistent"
"TSHZ2",-1.73826785362374,"内皮",-1.38836336603576,6.34106439402785e-05,-16.73,"both"
"RAB11FIP2",1.23620662814881,"Schwann/肿瘤细胞",6.0581856311449e-06,0.0341085610940379,21.18,"both"
"DPP4",-1.60830489349499,"T细胞",-7.1093472239869e-06,0.00552533975471084,15.09,"cell-intrinsic (candidate)"
"RNF152",-1.05129443297841,"周细胞",0.245348543884387,0.276791060467848,-23.07,"composition-consistent"
"LGALS9",1.83242510851658,"巨噬/髓系",7.79087471254542e-06,0.0296031579377731,45.88,"both"
"SLC35A1",1.15490237399846,"成纤维",-0.317861480441399,0.163597635483779,-42.35,"ambiguous/undetermined"
"CNTFR",-1.28943404141172,"成纤维",-6.02920649349142,6.39505430050251e-08,-42.35,"both"
"CD86",1.84430798451812,"巨噬/髓系",1.01741881490754,1.2353467365313e-07,45.88,"both"
"EEIG1",1.31763807018967,NA,NA,NA,NA,"ambiguous/undetermined"
"CEP350",1.2038314992606,"巨噬/髓系",-1.4331408508577e-05,0.970486278503332,45.88,"composition-consistent"
"TEX2",1.20233029983269,"Schwann/肿瘤细胞",3.12342481946001e-06,0.478006185271859,21.18,"composition-consistent"
"ENO2",1.02785871532922,"Schwann/肿瘤细胞",2.5787139208163e-06,0.0421503006004471,21.18,"both"
"C1orf162",1.5290538548165,"巨噬/髓系",1.28668262109954e-05,0.737958859432085,45.88,"composition-consistent"
"VSIG4",2.08258812557132,"巨噬/髓系",2.33797461093452e-06,0.409329918538652,45.88,"composition-consistent"
