"gene","bulk_logFC","dominant_celltype","pb_log2FC_in_dom","pb_p_in_dom","dom_pct_shift_VS_minus_Nerve","class"
"OASL",1.06817714073015,"T细胞",1.32455192033816,0.000638582916096919,15.09,"both"
"DRAM2",1.13651851420046,"巨噬/髓系",7.03364934010191e-06,0.0187511591107384,45.88,"both"
"CPE",-1.84688327496145,"周细胞",0.0575525158320575,0.798339575345538,-23.07,"composition-consistent"
"GRAMD2B",1.07704836894757,"周细胞",0.0207947413281341,0.919625820047064,-23.07,"ambiguous/undetermined"
"FADS2",1.43148557564303,"Schwann/肿瘤细胞",1.83596120220182e-06,0.202295088319219,21.18,"composition-consistent"
"FCGR2A",1.58071072346492,"巨噬/髓系",2.72984197219888e-06,0.378274495612418,45.88,"composition-consistent"
"UBLCP1",1.05481811068389,"T细胞",3.92285200321325e-06,0.251995735387346,15.09,"composition-consistent"
"STXBP5L",-1.0162191774495,"Schwann/肿瘤细胞",1.35673329937578e-07,1,21.18,"ambiguous/undetermined"
"ASCC1",1.00093596762915,"Schwann/肿瘤细胞",-2.45627914801373e-06,0.387944273919091,21.18,"composition-consistent"
"PMP22",1.03176094052737,"Schwann/肿瘤细胞",-1.28126509531581,0.000949085362794328,21.18,"composition-consistent"
"GIMAP4",1.32805975173015,"内皮",-8.81790038843009e-07,0.729281802771389,-16.73,"ambiguous/undetermined"
"TLR5",1.28153174854279,"巨噬/髓系",2.68821782889837e-06,0.243516750541069,45.88,"composition-consistent"
"S100A9",-2.03115091805011,"巨噬/髓系",-2.9537201449703e-06,0.00641981285462838,45.88,"cell-intrinsic (candidate)"
"ALOX5AP",1.2520571778751,"巨噬/髓系",0.971491830947875,2.20426997613506e-05,45.88,"both"
"ANKFN1",-1.06817294318042,"成纤维",-0.142275539921406,0.544425547400262,-42.35,"composition-consistent"
"FLRT2",-1.35458050515652,"成纤维",-0.219376713747378,0.409850236269557,-42.35,"composition-consistent"
"ATP1B2",1.35786208251812,"周细胞",0.340059606815726,0.126999161154807,-23.07,"ambiguous/undetermined"
"TMEM230",1.01951497608713,"成纤维",-0.10276451883841,0.667815752268004,-42.35,"ambiguous/undetermined"
"GPC6",-1.16611455996068,"周细胞",-1.39405900595777,0.00253064421061966,-23.07,"both"
"CPVL",1.37111828316654,"巨噬/髓系",9.2232640363264e-07,0.644215945079375,45.88,"composition-consistent"
"ADAM12",-1.32200960720894,"成纤维",4.15672023302465,9.13534018188346e-06,-42.35,"composition-consistent"
"ANK2",1.20931899509406,"成纤维",-0.522462218115706,0.132079446609821,-42.35,"ambiguous/undetermined"
"DEFA1B",-1.30416798077023,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"MRPS28",1.26655990842483,"巨噬/髓系",1.13695496170515,0.000202903855752324,45.88,"both"
"SLC4A4",-1.26239574378489,"T细胞",4.37463376733307e-06,0.0414305658617992,15.09,"ambiguous/undetermined"
"ARHGEF12",1.01486679125983,"内皮",-1.55261696894178e-05,0.180186971571238,-16.73,"ambiguous/undetermined"
"SLC7A2",-1.48664281760216,"周细胞",-1.00910122023425,0.00704623679512392,-23.07,"both"
"FBN2",-1.06157107783038,"成纤维",2.83081041418561,0.000653106945293253,-42.35,"composition-consistent"
"IKZF1",1.0873060637101,"T细胞",2.55428049635025e-06,0.329011874235135,15.09,"composition-consistent"
"ARAP2",1.32272803452737,"T细胞",8.07980468167234e-06,0.00410014206882845,15.09,"both"
"BMP7",1.40026951586353,"Schwann/肿瘤细胞",-4.35802206923089e-06,0.4658443413283,21.18,"composition-consistent"
"DSP",-1.2028334437286,"内皮",-2.71184764975118e-07,0.77333643880984,-16.73,"composition-consistent"
"FRS2",1.09478693439476,"Schwann/肿瘤细胞",9.3582354181843e-07,0.649154308546381,21.18,"composition-consistent"
"CEP170",1.57170356043794,"巨噬/髓系",9.00522726949604e-06,0.0649912335632512,45.88,"composition-consistent"
"SNAP25",-1.05642561994294,"内皮",-1.16168303920686e-07,0.899610143271448,-16.73,"composition-consistent"
"ANKRD50",1.10340564442483,"Schwann/肿瘤细胞",2.27749441934103e-06,0.0469999157451509,21.18,"both"
"DAO",-1.42582265917194,"巨噬/髓系",1.73035102413977e-07,0.821309490286964,45.88,"ambiguous/undetermined"
"NTRK3",-1.03646268903469,"周细胞",-0.537980199599637,0.063915918294013,-23.07,"composition-consistent"
"MYOF",1.01827194105243,"内皮",-8.60674401236636e-06,0.00705596020486214,-16.73,"ambiguous/undetermined"
"ID2",1.24681084732768,"巨噬/髓系",5.19293056560768e-06,0.0327918419307476,45.88,"both"
"GBP1",1.16360796206014,"内皮",-7.17779517216453e-06,0.0104486452324582,-16.73,"ambiguous/undetermined"
"MGST1",-2.08127504842174,"成纤维",-1.71694400761903,0.0045916932499366,-42.35,"both"
"CNTNAP4",-1.20124442649499,"Schwann/肿瘤细胞",1.46021679816577e-07,1,21.18,"ambiguous/undetermined"
"ZEB1",-1.00283997609329,"成纤维",-0.030987897857927,0.913010097971112,-42.35,"composition-consistent"
"EVI2B",1.26989507139784,"巨噬/髓系",-1.57798517929843e-06,0.346565572402399,45.88,"composition-consistent"
"BBOX1",-1.25422950497841,"Schwann/肿瘤细胞",-1.21923022976859e-06,0.129128800266297,21.18,"ambiguous/undetermined"
"LY75-CD302",1.15448289974094,"T细胞",NA,NA,15.09,"composition-consistent"
"PPIH",1.01136959558905,"T细胞",1.22003480410653e-06,0.659587636823839,15.09,"composition-consistent"
"PDK4",1.88609761453894,"内皮",-4.47243803643332e-06,0.00764568315372502,-16.73,"ambiguous/undetermined"
"CAPG",1.28268673315652,"巨噬/髓系",3.28313167517592,7.56203273028583e-09,45.88,"both"
"SIGLEC10",1.15516553708867,"巨噬/髓系",6.30770283324259e-06,0.0101710288520458,45.88,"both"
"AOC3",-1.39891189212953,"周细胞",-1.35612213792853,0.0044918383400504,-23.07,"both"
"GJB1",-1.14959137096762,"Schwann/肿瘤细胞",-1.02556675675048e-06,0.239729113484651,21.18,"ambiguous/undetermined"
"EMC2",1.03117780192136,"周细胞",0.0383935238831272,0.807670945619413,-23.07,"ambiguous/undetermined"
"ENTPD1",1.17541145001311,"内皮",-1.85753920256128e-07,0.939102074852165,-16.73,"ambiguous/undetermined"
"SATB1",1.12802388046338,"T细胞",3.79885703307262e-06,0.170286460496891,15.09,"composition-consistent"
"LIX1",-1.33114363550424,"Schwann/肿瘤细胞",1.47060594920089e-07,0.931699316994602,21.18,"ambiguous/undetermined"
"DAAM1",1.08665353047649,"内皮",-1.87925455919683,1.22829573180659e-09,-16.73,"ambiguous/undetermined"
"HCLS1",1.03350021694295,"巨噬/髓系",8.47891946652582e-07,0.703420742536946,45.88,"composition-consistent"
"TLR2",1.19644379526215,"巨噬/髓系",3.72847038557726e-06,0.107744175037884,45.88,"composition-consistent"
"TSPAN5",1.10119899501234,"Schwann/肿瘤细胞",-5.90788513049652e-07,0.743190617093086,21.18,"composition-consistent"
"OAS2",1.11148064579954,"内皮",5.00523483821758e-06,0.107132966951394,-16.73,"ambiguous/undetermined"
"STAB1",1.14431248547803,"巨噬/髓系",-0.876122547199489,0.00679658800024337,45.88,"composition-consistent"
"PVALB",-1.05541968074557,"Schwann/肿瘤细胞",-7.67782581590468e-07,0.259497617089712,21.18,"ambiguous/undetermined"
"THRSP",-1.07215377748419,"Schwann/肿瘤细胞",2.31036744591139e-07,0.967396026912497,21.18,"ambiguous/undetermined"
"IRAK3",1.16608950652352,"内皮",-8.63506121387617e-07,0.570612425734418,-16.73,"ambiguous/undetermined"
"LIMCH1",1.01408649688127,"Schwann/肿瘤细胞",-1.37122505274297e-06,0.399012221282013,21.18,"composition-consistent"
"SLC1A3",1.55001683498304,"巨噬/髓系",2.17449415569483,0.000230173226231733,45.88,"both"
"LRCH2",1.25534943485119,"Schwann/肿瘤细胞",-4.32441413954771e-06,0.215781335778549,21.18,"composition-consistent"
"CALU",1.10360106802622,"成纤维",0.860486743219979,0.0271146457803304,-42.35,"cell-intrinsic (candidate)"
"CD248",-1.37481174338396,"成纤维",-1.40266029275639,0.000344525779806529,-42.35,"both"
"TNFSF13B",1.02256341131072,"巨噬/髓系",3.79989083058994e-06,0.128499657805902,45.88,"composition-consistent"
"SH3TC2",1.00952500111951,"Schwann/肿瘤细胞",4.11286463627756e-07,0.718965888211106,21.18,"composition-consistent"
"ABCA6",1.41099004364611,"成纤维",-0.169387651200225,0.508108117952423,-42.35,"ambiguous/undetermined"
"ERBIN",1.19364159160833,"内皮",0.436539736423946,0.00311009622785909,-16.73,"cell-intrinsic (candidate)"
"PADI2",1.49440705837703,"巨噬/髓系",3.20944413513831e-06,0.00322896509389004,45.88,"both"
"WDR49",-1.13336230838705,"内皮",-4.62031476801009e-07,0.477045895463542,-16.73,"composition-consistent"
"ANKRD30B",1.62150039896762,"Schwann/肿瘤细胞",3.63896663376946e-06,0.0363812023830008,21.18,"both"
"BMP6",1.44872644352275,"Schwann/肿瘤细胞",6.14746577414692e-08,0.948263269221558,21.18,"composition-consistent"
"CRYZ",1.06791087865845,"成纤维",-0.440055509557584,0.137176768530103,-42.35,"ambiguous/undetermined"
"DDIT4",1.00769050239476,"T细胞",2.33534100801165e-06,0.283527743778549,15.09,"composition-consistent"
"CTSH",1.06586765686199,"巨噬/髓系",1.36877519596873,2.07576098873447e-06,45.88,"both"
"CNR1",1.76531787944719,"Schwann/肿瘤细胞",1.37606514765409e-06,0.00694812894564806,21.18,"both"
"GPR160",1.0506058898165,"巨噬/髓系",5.40650363883395e-06,0.0195458018073384,45.88,"both"
"MATN2",1.16450662105089,"Schwann/肿瘤细胞",7.97804472976422e-06,0.279388901604007,21.18,"composition-consistent"
"PRKD1",1.06901955250347,"Schwann/肿瘤细胞",-4.95765088922684e-06,0.0570245428900043,21.18,"composition-consistent"
"NDRG2",1.1316692343007,"Schwann/肿瘤细胞",-5.47914803384746e-06,0.433821557997771,21.18,"composition-consistent"
"ATP6V1D",1.17476600725983,"周细胞",0.194735690198531,0.367556844624009,-23.07,"ambiguous/undetermined"
"ZFAND6",1.06162891623747,"巨噬/髓系",2.07000275968829e-05,0.772283784497691,45.88,"composition-consistent"
"PCP4",-1.36011815324981,"Schwann/肿瘤细胞",1.19524579754061e-07,0.41960707453069,21.18,"ambiguous/undetermined"
"UBXN2B",1.25101156591519,"巨噬/髓系",3.83518585144141e-06,0.0780191013254503,45.88,"composition-consistent"
"SNAI2",-1.07545890020817,"成纤维",0.24581367741183,0.439161282581814,-42.35,"composition-consistent"
"PLK2",1.49031877329607,"内皮",4.48718215944904e-06,0.443574713211279,-16.73,"ambiguous/undetermined"
"FAM107A",-1.03110169594757,"内皮",1.58130450402188e-07,0.892723681259131,-16.73,"composition-consistent"
"FBXO2",-1.07733251854664,"成纤维",-1.96398883077312,0.000884930925127452,-42.35,"both"
"PPARG",-1.0021187215798,"内皮",-3.40696093079948e-06,0.0285625964611002,-16.73,"both"
"LGI1",-1.24091282994526,"Schwann/肿瘤细胞",-4.11879495183381e-06,0.00654266409165109,21.18,"cell-intrinsic (candidate)"
"SCRN3",1.02686155242097,"内皮",-1.01926874197465e-06,0.620483213511154,-16.73,"ambiguous/undetermined"
"RBP4",-1.42662028158211,"成纤维",-1.55106030994921,0.0215700833270106,-42.35,"both"
"GREM1",-1.2095816680478,"成纤维",0.158952653155534,0.227814845814855,-42.35,"composition-consistent"
"LRAT",1.54170260943871,"Schwann/肿瘤细胞",5.04492204813157e-07,0.678273797764451,21.18,"composition-consistent"
"APCDD1",1.17120165950809,"Schwann/肿瘤细胞",9.73677607443028e-07,0.366339564835801,21.18,"composition-consistent"
"NEXN",-1.07116542098535,"周细胞",-0.520709765465404,0.0687052558477967,-23.07,"composition-consistent"
"PDLIM1",-1.19632489440015,"内皮",1.07661246673398e-06,0.761700650326672,-16.73,"composition-consistent"
"ST8SIA1",-1.44838573631688,"T细胞",4.31595882680819e-06,0.00957508212733518,15.09,"ambiguous/undetermined"
"COL6A3",-1.93304834020508,"成纤维",-0.284234065939737,0.389497328376523,-42.35,"composition-consistent"
"GTF2A2",1.02343876205397,"周细胞",0.258744628098462,0.208840306271836,-23.07,"ambiguous/undetermined"
"OLFML1",-1.40032486555204,"成纤维",-0.777202331845693,0.0776633565996503,-42.35,"composition-consistent"
"ALAS2",-1.09107228563531,"巨噬/髓系",-1.76894177726754e-06,0.0165501688249593,45.88,"cell-intrinsic (candidate)"
"GABRG1",-1.1799229940586,"周细胞",0.141788320788122,0.0112833542942721,-23.07,"composition-consistent"
"GPR37",-1.00632323543176,"Schwann/肿瘤细胞",2.4899167669932e-06,0.0981568773624804,21.18,"ambiguous/undetermined"
"IQGAP2",1.04692820678181,"T细胞",-2.87159426076543e-06,0.384642092739329,15.09,"composition-consistent"
"CD14",1.39123779674017,"巨噬/髓系",4.79516121225775e-06,0.0321149511731559,45.88,"both"
"GPX3",1.50496923088898,"成纤维",-4.06270535490286,7.66341195190695e-08,-42.35,"ambiguous/undetermined"
"ADGRG1",1.16254020674634,"内皮",4.02413314168894e-07,0.902655171406215,-16.73,"ambiguous/undetermined"
"CD200",1.02245135260216,"Schwann/肿瘤细胞",9.59989433927643e-07,0.567748419136843,21.18,"composition-consistent"
"SCD",1.39435578139553,"Schwann/肿瘤细胞",1.59960799835282,0.000542578801750664,21.18,"both"
"ECRG4",-1.63325877819892,"周细胞",-0.0585438926782202,0.363620656343414,-23.07,"composition-consistent"
"A2M",1.21591866353894,"内皮",0.589945618187881,0.000325202157984556,-16.73,"cell-intrinsic (candidate)"
"ABCA2",1.19151890290825,"Schwann/肿瘤细胞",-3.2552906763875e-06,0.146502624793657,21.18,"composition-consistent"
"FRMD6",1.02331239556824,"成纤维",0.112507832990116,0.687720581397291,-42.35,"ambiguous/undetermined"
"MYH11",-1.1676935398589,"周细胞",-1.28523962450501,0.00931476013506623,-23.07,"both"
"NEGR1",1.13758603103778,"成纤维",-1.60836317222695,0.00506123887579581,-42.35,"ambiguous/undetermined"
"SLIT3",-1.04149713925983,"周细胞",0.116767690120958,0.583061236024895,-23.07,"composition-consistent"
"TFPI",-1.3801771368219,"成纤维",-0.105915980370892,0.699696687699699,-42.35,"composition-consistent"
"SERPINE2",1.07263901066307,"Schwann/肿瘤细胞",9.91539144493299e-07,0.352293313506828,21.18,"composition-consistent"
"GPR183",1.363367708266,"巨噬/髓系",1.10186154722173e-06,0.525572103404649,45.88,"composition-consistent"
"TENM3",1.0461162023963,"Schwann/肿瘤细胞",-1.19362992208573e-07,0.943825249739683,21.18,"composition-consistent"
"LRRN1",1.40560878473323,"Schwann/肿瘤细胞",-7.98884083502927e-07,0.471637015317358,21.18,"composition-consistent"
"CFD",-1.09971358201156,"成纤维",-9.71433630512287,2.13538954573211e-30,-42.35,"both"
"GCNT1",1.24076829833308,"T细胞",3.50044129766217e-06,0.0488686801204729,15.09,"both"
"DEPP1",1.16450125106323,"内皮",3.50498870450743e-07,0.794062646963884,-16.73,"ambiguous/undetermined"
"SPANXB1",-1.3056071863192,"成纤维",0.0851493176034738,0.256333474195461,-42.35,"composition-consistent"
"BHLHE40",1.02061527145259,"内皮",-8.01454614613471e-07,0.708875809724073,-16.73,"ambiguous/undetermined"
"VIT",-1.64806624716499,"成纤维",-0.458555577327892,0.169818738577971,-42.35,"composition-consistent"
"HLA-DQB1",1.5909250757579,"巨噬/髓系",5.47242274948131e-06,0.0164738896503657,45.88,"both"
"TNFRSF21",1.40359354540401,"成纤维",3.30802706808604,7.78106786889299e-05,-42.35,"cell-intrinsic (candidate)"
"IGSF6",1.0615161332899,"巨噬/髓系",3.95782309884518e-06,0.0199871259878517,45.88,"both"
"GAGE2D",-1.11856776640015,NA,NA,NA,NA,"ambiguous/undetermined"
"PLP1",1.02323626456901,"Schwann/肿瘤细胞",-1.25257459440452e-07,0.91435516950467,21.18,"composition-consistent"
"PPBP",-1.15470636716885,"Schwann/肿瘤细胞",3.0165495717698e-08,0.728292699869828,21.18,"ambiguous/undetermined"
"SEMA3D",1.57455477925675,"Schwann/肿瘤细胞",1.70730308935958e-06,0.0520853564167991,21.18,"composition-consistent"
"AGT",-1.05318254370393,"周细胞",2.9237595862262,1.77793629733616e-08,-23.07,"composition-consistent"
"SKA2",1.01175878308019,"周细胞",0.597773489445861,0.0204101560961603,-23.07,"cell-intrinsic (candidate)"
"ERMN",-1.05093138925675,"Schwann/肿瘤细胞",-1.49170388807717e-07,0.0095830537978446,21.18,"cell-intrinsic (candidate)"
"GALNT5",1.17247335367695,"Schwann/肿瘤细胞",2.88284807724994,0.00549758745919215,21.18,"both"
"C6orf62",1.00598733241326,"巨噬/髓系",-9.88223036302928e-06,0.0516755062790485,45.88,"composition-consistent"
"FABP3",-1.03399376954587,"周细胞",-2.02331087200752,0.00491935297573005,-23.07,"both"
"SLC30A9",1.01721427235081,"内皮",4.864102120456e-06,0.255177746942541,-16.73,"ambiguous/undetermined"
"CHRDL1",1.58236426209561,"成纤维",-4.01663233455008,2.61901309538236e-05,-42.35,"ambiguous/undetermined"
"RCAN2",-1.00896395695451,"周细胞",-0.195119148291391,0.36612050070052,-23.07,"composition-consistent"
"PBOV1",-1.06849610589437,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"VCAM1",-1.2306293729175,"内皮",-4.37811558421268e-06,0.0552397744947634,-16.73,"composition-consistent"
"BCL2A1",-1.06885009895991,"巨噬/髓系",8.80282208135284e-07,0.344505994813128,45.88,"ambiguous/undetermined"
"AKR1C3",-1.13296532143331,"内皮",-1.16318887885125e-06,0.378638695461109,-16.73,"composition-consistent"
"MYOC",-1.16688934831226,"成纤维",-6.96919501180967,3.19603484126783e-14,-42.35,"both"
"CD36",-1.53168019495913,"内皮",-3.58238831556948e-06,0.000266608182710496,-16.73,"both"
"SPANXA1",-1.0167007481781,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"MT1M",1.13830418293292,"周细胞",-0.845726312715919,0.000422119993687815,-23.07,"ambiguous/undetermined"
"SCN2A",1.01809467942175,"Schwann/肿瘤细胞",7.67370158115822e-07,0.228660874822432,21.18,"composition-consistent"
"FPR3",1.19433441665073,"巨噬/髓系",-6.02693046132792e-06,0.0397327649960466,45.88,"composition-consistent"
"LMO3",-1.14655984299614,"成纤维",-0.709982730713668,0.0866815759370628,-42.35,"composition-consistent"
"FOLH1B",-1.26480731204009,NA,NA,NA,NA,"ambiguous/undetermined"
"EFEMP1",-1.51308780140169,"成纤维",-2.69534110232086,6.49868283586067e-10,-42.35,"both"
"LY96",1.22399121034695,"巨噬/髓系",-8.60893580385694e-05,0.253034547058958,45.88,"composition-consistent"
"IFI30",1.13378955984117,"巨噬/髓系",1.33508759845552e-06,0.306725714093608,45.88,"composition-consistent"
"CCDC3",-1.06932371697995,"周细胞",-1.58915170823589,1.20663616606817e-09,-23.07,"both"
"PRUNE2",1.08960700693832,"Schwann/肿瘤细胞",4.73063543855972e-07,0.622823992802472,21.18,"composition-consistent"
"FAP",-1.21967621919506,"成纤维",0.120314419021316,0.646421336007734,-42.35,"composition-consistent"
"RFX4",-1.04647524447802,"Schwann/肿瘤细胞",1.63728742197439e-07,0.920710088324285,21.18,"ambiguous/undetermined"
"CHI3L1",-1.30161763861604,"巨噬/髓系",7.92189045701325e-07,0.67599467790727,45.88,"ambiguous/undetermined"
"SYT10",1.02306048635544,"Schwann/肿瘤细胞",5.87719509432922e-07,0.582707956164798,21.18,"composition-consistent"
"PMP2",1.79896559981265,"Schwann/肿瘤细胞",-2.2947589947096e-07,0.836036103506752,21.18,"composition-consistent"
"OMD",-1.4557325088643,"成纤维",-0.163050229826207,0.499880160952332,-42.35,"composition-consistent"
"ADH1C",-1.43975867750809,"成纤维",-0.900383435121921,0.0588825816980555,-42.35,"composition-consistent"
"LYPD1",1.1038635706916,"Schwann/肿瘤细胞",1.05014399564295e-06,0.256036241046316,21.18,"composition-consistent"
"LY6K",-1.22113111709329,"成纤维",-0.572112072257927,0.0915531016736945,-42.35,"composition-consistent"
"OXTR",1.2847416092845,"Schwann/肿瘤细胞",4.80982902017452,0.00141299045209582,21.18,"both"
"IL6",-2.18399407823824,"周细胞",-0.00786156942258715,0.932643177379952,-23.07,"composition-consistent"
"THBD",-1.17140799218427,"内皮",-5.59177543270797e-06,0.0196535555312383,-16.73,"both"
"STC1",-1.22187980119121,"内皮",5.16755982047446e-06,0.0035993950787598,-16.73,"composition-consistent"
"DCBLD2",1.02599078683115,"Schwann/肿瘤细胞",3.12796825818048e-06,0.404047118423852,21.18,"composition-consistent"
"GATB",1.01803771003316,"Schwann/肿瘤细胞",-2.06345376143215e-06,0.240953020962471,21.18,"composition-consistent"
"RBM11",1.34990735675713,"Schwann/肿瘤细胞",1.3832187212248e-06,0.238321452695723,21.18,"composition-consistent"
"ADH1B",-1.84048476855281,"成纤维",-0.341109631581285,0.0666770446257775,-42.35,"composition-consistent"
"GAL3ST1",1.07121361832305,"Schwann/肿瘤细胞",-1.37534122626914e-05,0.420779688640417,21.18,"composition-consistent"
"MPZ",1.40720595390594,"Schwann/肿瘤细胞",-5.28998868921645e-06,0.00136328335175528,21.18,"composition-consistent"
"AQP4",-1.37310504180262,"Schwann/肿瘤细胞",2.29545782250022e-07,0.392311640841382,21.18,"ambiguous/undetermined"
"DKK1",1.89806794501465,"Schwann/肿瘤细胞",7.57856075446983,1.44632913848922e-05,21.18,"both"
"CPA3",-1.08700275878797,"Schwann/肿瘤细胞",-2.70734575485389e-06,0.0470071058778689,21.18,"cell-intrinsic (candidate)"
"COLEC12",-1.18582055409252,"成纤维",0.154582591685543,0.377413444771871,-42.35,"composition-consistent"
"ADAMTS4",-1.34210747508327,"内皮",1.65772487727882e-07,0.86586236532833,-16.73,"composition-consistent"
"CXCL10",1.18255045237548,"巨噬/髓系",2.92956792409589,3.93858693568386e-07,45.88,"both"
"THSD7A",1.08769263340787,"内皮",1.27715443486571e-06,0.460162711162133,-16.73,"ambiguous/undetermined"
"VCAN",-1.26006239918196,"成纤维",1.47287745478161,0.00128367742242434,-42.35,"composition-consistent"
"NT5E",-1.21480222469776,"成纤维",0.224757271441382,0.400662183353442,-42.35,"composition-consistent"
"CT45A5",-1.16200269564765,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"HBG1",-1.0740816544148,"内皮",NA,NA,-16.73,"composition-consistent"
"MAOB",1.235303163165,"Schwann/肿瘤细胞",5.95704487895046e-07,0.608313437615887,21.18,"composition-consistent"
"CAV2",-1.09724634348651,"周细胞",-0.271589088573962,0.149492872243209,-23.07,"composition-consistent"
"OLFML2B",1.26673068490517,"成纤维",-0.110991955973502,0.713584915728867,-42.35,"ambiguous/undetermined"
"CTNNA3",1.27428563834464,"Schwann/肿瘤细胞",-8.47129132246853e-07,0.532613070538126,21.18,"composition-consistent"
"PRRG4",1.24251635741403,"巨噬/髓系",7.21696778578752e-07,0.527156368599814,45.88,"composition-consistent"
"EBF2",-1.23968883073323,"成纤维",-0.14728749089205,0.603814478190212,-42.35,"composition-consistent"
"FXYD6",-1.05855136004703,"成纤维",0.170164530243899,0.39688530130795,-42.35,"composition-consistent"
"COX7B",1.1593789756623,"周细胞",0.088438038779387,0.679426307973662,-23.07,"ambiguous/undetermined"
"LPL",1.18150944407402,"Schwann/肿瘤细胞",-3.3182868843143e-06,0.0216954839605315,21.18,"composition-consistent"
"ETNPPL",-1.08768867281419,"Schwann/肿瘤细胞",-1.77387235430417e-07,0.673366893130656,21.18,"ambiguous/undetermined"
"CT45A1",-1.0711846138111,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"GAP43",1.3472670973431,"Schwann/肿瘤细胞",4.40683121168711,1.01942752942915e-05,21.18,"both"
"ADGRB3",1.4132545495744,"Schwann/肿瘤细胞",1.54235013229019e-06,0.0790768515406293,21.18,"composition-consistent"
"PLAC8",1.23734114689669,"巨噬/髓系",-3.41977093796751e-07,0.808206592762067,45.88,"composition-consistent"
"TSC22D3",1.11546345222205,"T细胞",-2.64919957741944e-06,0.0619477983404093,15.09,"composition-consistent"
"PDLIM3",1.0161320137155,"周细胞",-0.272288284046305,0.252961280703456,-23.07,"ambiguous/undetermined"
"CYP1B1",-1.67760558705474,"成纤维",0.0429885247253891,0.88821922237679,-42.35,"composition-consistent"
"SLA",1.02289717330764,"T细胞",1.11401185543858e-06,0.117238690249164,15.09,"composition-consistent"
"HLA-DRB5",1.19424046845567,"巨噬/髓系",5.48813057977336e-07,0.589076204204218,45.88,"composition-consistent"
"TREM1",-1.29963119201002,"巨噬/髓系",-3.96454607683692e-06,0.0378554241771902,45.88,"cell-intrinsic (candidate)"
"CFI",1.21464488908173,"内皮",-3.65121658458186e-06,0.0893047453220188,-16.73,"ambiguous/undetermined"
"MMP1",-1.08229883260987,"内皮",9.59191495945421,8.03200643923363e-10,-16.73,"composition-consistent"
"ERAP2",1.51687936772861,"T细胞",2.85685769229866e-06,0.0114592908968368,15.09,"both"
"BICC1",-1.0987914885798,"成纤维",0.0758991664667005,0.812986662260868,-42.35,"composition-consistent"
"ERICH3",1.13783796691827,"Schwann/肿瘤细胞",1.29890973564977e-06,0.0423506289033161,21.18,"both"
"GFRA2",1.18000613968852,"Schwann/肿瘤细胞",1.87017156948213e-06,0.0182942757593943,21.18,"both"
"SLC2A3",-1.00336374279414,"内皮",-4.2388863688662e-06,0.0900924173132076,-16.73,"composition-consistent"
"FMO1",-1.00601553662606,"成纤维",-0.32826112689206,0.258870446547418,-42.35,"composition-consistent"
"SERPINA3",1.2245905729044,"成纤维",-0.16001619680136,0.422077238988141,-42.35,"ambiguous/undetermined"
"PTX3",1.21725058131766,"Schwann/肿瘤细胞",3.76565923004786,1.69809116525989e-05,21.18,"both"
"THY1",1.14215914847109,"成纤维",0.220457088863167,0.290855076816056,-42.35,"ambiguous/undetermined"
"ST8SIA6",1.00357826343639,"内皮",-5.39151107056533e-06,0.79327780538007,-16.73,"ambiguous/undetermined"
"PNP",-1.13986792311796,"内皮",2.14264612049186e-06,0.0664515141344355,-16.73,"composition-consistent"
"PRB1",-1.00864099001002,"成纤维",NA,NA,-42.35,"composition-consistent"
"ICAM1",-1.00533074395528,"内皮",-1.38635448104525,9.37498057169104e-05,-16.73,"both"
"DEFB128",-1.11037741696145,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"MSTN",1.18294216024518,"Schwann/肿瘤细胞",8.99245141049737e-07,0.188254342626833,21.18,"composition-consistent"
"SAMSN1",1.02584754818042,"T细胞",1.8132799267968e-06,0.35356418905494,15.09,"composition-consistent"
"CLDN1",-1.14048763614032,"巨噬/髓系",1.03947489597771e-06,0.0732998999632778,45.88,"ambiguous/undetermined"
"CNTN1",1.43457613709484,"Schwann/肿瘤细胞",8.26001862122663e-07,0.409126265641831,21.18,"composition-consistent"
"NTN4",1.26536354647263,"周细胞",-0.88509562447572,0.00484379941626693,-23.07,"ambiguous/undetermined"
"SSX4B",-1.42973355156284,"Schwann/肿瘤细胞",NA,NA,21.18,"ambiguous/undetermined"
"NEFL",1.06200905176793,"Schwann/肿瘤细胞",3.8410250343948,0.000246995435273901,21.18,"both"
"PCOLCE",-1.18890332441634,"成纤维",-0.252054409752421,0.3987772130771,-42.35,"composition-consistent"
"IGF2",-1.28724578175867,"成纤维",0.0441282956575901,0.543159535890192,-42.35,"composition-consistent"
"TNC",-1.08009400417579,"周细胞",-0.3132796372288,0.178462846210477,-23.07,"composition-consistent"
"UGT8",1.06221361552583,"Schwann/肿瘤细胞",-1.53811617622714e-06,0.282659297124687,21.18,"composition-consistent"
"S100A8",-1.20352825050886,"巨噬/髓系",-2.5301350331156,0.00523745098753599,45.88,"cell-intrinsic (candidate)"
